0.4,1,2.19E-08
0.5,0.1,1.16E-07
0.5,0.2,1.11E-07
0.5,0.3,9.82E-08
0.5,0.4,8.13E-08
0.5,0.5,6.47E-08
0.5,0.6,5.05E-08
0.5,0.7,3.92E-08
0.5,0.8,3.06E-08
0.5,0.9,2.40E-08
0.5,1,1.91E-08
0.6,0.1,6.73E-08
0.6,0.2,6.56E-08
0.6,0.3,6.09E-08
0.6,0.4,5.36E-08
0.6,0.5,4.54E-08
0.6,0.6,3.74E-08
0.6,0.7,3.05E-08
0.6,0.8,2.47E-08
0.6,0.9,2.00E-08
0.6,1,1.63E-08
0.7,0.1,4.24E-08
0.7,0.2,4.17E-08
0.7,0.3,3.98E-08
0.7,0.4,3.65E-08
0.7,0.5,3.23E-08
0.7,0.6,2.78E-08
0.7,0.7,2.36E-08
0.7,0.8,1.98E-08
0.7,0.9,1.65E-08
0.7,1,1.38E-08
0.8,0.1,2.84E-08
0.8,0.2,2.81E-08
0.8,0.3,2.72E-08
0.8,0.4,2.56E-08
0.8,0.5,2.34E-08
0.8,0.6,2.09E-08
0.8,0.7,1.83E-08
0.8,0.8,1.58E-08
0.8,0.9,1.36E-08
0.8,1,1.16E-08
0.9,0.1,1.99E-08
0.9,0.2,1.98E-08
0.9,0.3,1.94E-08
0.9,0.4,1.86E-08
0.9,0.5,1.74E-08
0.9,0.6,1.59E-08
0.9,0.7,1.43E-08
0.9,0.8,1.26E-08
0.9,0.9,1.11E-08
0.9,1,9.68E-09
1,0.1,1.45E-08
1,0.2,1.44E-08
1,0.3,1.42E-08
1,0.4,1.38E-08
1,0.5,1.31E-08
1,0.6,1.22E-08
1,0.7,1.12E-08
1,0.8,1.02E-08
1,0.9,9.10E-09
1,1,8.09E-09
